(before tonight's games)  Player | FGA | PTS ------------|---|--- Caris LeVert | 120 | 116 Dillon Brooks | 119 | 118 Markelle Fultz | 104 | 103 Kelly Oubre Jr. | 101 | 84 Devonte' Graham | 99 | 80 Bojan Bogdanović | 94 | 94 Cole Anthony | 76 | 69 Gary Harris | 61 | 56 J.J. Redick | 55 | 49 LaMarcus Aldridge | 54 | 50 Tyus Jones | 54 | 50 Al Horford | 53 | 53 Aaron Holiday | 51 | 46 Tyrese Maxey | 49 | 46 Killian Hayes | 47 | 32 Ish Smith | 46 | 42 Aron Baynes | 45 | 37 Michael Carter-Williams | 44 | 36 Juan Hernangómez | 44 | 44 Derrick Jones Jr. | 44 | 42 Sekou Doumbouya | 39 | 38 Markieff Morris | 31 | 31 James Johnson | 29 | 26 Kendrick Nunn | 29 | 26 Jevon Carter | 28 | 22 Grayson Allen | 27 | 25 Brandon Goodwin | 27 | 26 Anfernee Simons | 27 | 26 Dante Exum | 26 | 23 DeMarcus Cousins | 24 | 23 Furkan Korkmaz | 24 | 18 Aleksej Pokusevski | 21 | 5 Mike Scott | 21 | 21 Terance Mann | 20 | 12 Matisse Thybulle | 19 | 18 Frank Kaminsky | 18 | 17 Lamar Stevens | 18 | 18 Kenrich Williams | 18 | 15 Ed Davis | 17 | 13 Jordan McLaughlin | 17 | 16 Chris Chiozza | 16 | 15 Chandler Hutchison | 16 | 13 Dean Wade | 16 | 12 Gary Clark | 15 | 12 Carsen Edwards | 15 | 13 Jerome Robinson | 15 | 15 Marquese Chriss | 14 | 13 Rodney Hood | 14 | 11 Drew Eubanks | 13 | 9 Nicolò Melli | 13 | 11 Amir Coffey | 12 | 12 De'Anthony Melton | 12 | 8 Aaron Nesmith | 12 | 8 Obi Toppin | 12 | 9 Malachi Flynn | 11 | 0 Draymond Green | 11 | 10 Stanley Johnson | 11 | 7 Adam Mokoka | 11 | 8 Georges Niang | 11 | 8 Bruno Caboclo | 10 | 6 Tremont Waters | 10 | 9 Mfiondu Kabengele | 9 | 5 Derrick White | 9 | 9 Josh Hall | 8 | 3 Elijah Hughes | 8 | 8 Kelan Martin | 8 | 2 Reggie Perry | 8 | 7 Robert Woodard | 8 | 6 Tony Bradley | 7 | 4 Kira Lewis Jr. | 7 | 4 Sean McDermott | 7 | 7 Yuta Watanabe | 7 | 6 Keljin Blevins | 6 | 2 Maurice Harkless | 6 | 3 Trey Lyles | 6 | 5 KZ Okpala | 6 | 5 Cody Zeller | 6 | 6 CJ Elleby | 5 | 4 Isaiah Joe | 5 | 2 Saben Lee | 5 | 4 Miye Oni | 5 | 3 Luka Šamanić | 5 | 4 Dennis Smith Jr. | 5 | 4 Jalen Smith | 5 | 4 Tyrell Terry | 5 | 2 Brodric Thomas | 5 | 5 Dylan Windler | 5 | 3 Bol Bol | 4 | 0 Devon Dotson | 4 | 4 Karim Mané | 4 | 2 Garrison Mathews | 4 | 3 Ty-Shon Alexander | 3 | 0 Terrance Ferguson | 3 | 0 Damian Jones | 3 | 2 Rodions Kurucs | 3 | 3 Darius Miller | 3 | 3 Theo Pinson | 3 | 0 Kostas Antetokounmpo | 2 | 0 Mo Bamba | 2 | 0 DeAndre' Bembry | 2 | 2 Vernon Carey Jr. | 2 | 0 R.J. Hampton | 2 | 2 Luke Kornet | 2 | 2 Nico Mannion | 2 | 0 Sindarius Thornwell | 2 | 2 Jaylen Adams | 1 | 0 Vlatko Čančar | 1 | 0 Torrey Craig | 1 | 0 Cristiano Felício | 1 | 0 Willy Hernangómez | 1 | 1 Nate Hinton | 1 | 0 Markus Howard | 1 | 0 Skylar Mays | 1 | 0 Malik Monk | 1 | 1 E'Twaun Moore | 1 | 0 Juwan Morgan | 1 | 0 Zeke Nnaji | 1 | 0 Anžejs Pasečņiks | 1 | 0 Paul Watson | 1 | 0 Keita Bates-Diop | 0 | 0 Deividas Sirvydis | 0 | 0 Edmond Sumner | 0 | 0
"Shortly after the Washington Wizards’ season ended with a first-round playoff loss, general manager Tommy Sheppard dropped a hint of what was to come.  “This is not a run-it-back team,” he said.  Now, it’s official. Changes are arriving. Big ones.  Just before Thursday’s NBA Draft, the Wizards and Lakers agreed to a deal that will send Russell Westbrook to Los Angeles for Kyle Kuzma, Kentavious Caldwell-Pope, Montrezl Harrell and the No. 22 pick, sources told The Athletic. Washington also will route a 2024 and a 2028 second-round pick to L.A. The swap won’t become official until the start of free agency on Aug. 6.  As Bradley Beal spent the last few weeks mulling his future with the organization, as The Athletic previously reported, Westbrook also was deciding his own. The former MVP, who is from the L.A. area, spent parts of the offseason discussing the possibility of teaming up with four-time champion LeBron James and eight-time All-Star Anthony Davis. Westbrook had a growing desire to join James and Davis in Los Angeles to compete for a championship, sources said. He formally informed the Wizards of his desires recently, according to sources: if they could find a trade that works, Westbrook wanted to go to the Lakers.  They landed on one.  Washington executed the deal with no issues from Beal, per sources. The three-time All-Star, who is entering the final season of his contract, has expressed no desire to leave the Wizards, according to sources. As speculation about his future has swirled, the team remains confident it can keep him for the long term. The Wizards can offer him a four-year, $180 million extension in October, but if he waits until 2022 free agency, he can sign a five-year contract for an estimated $235 million to return to Washington.  One of the main reasons Westbrook wanted to come to D.C. when the Wizards traded John Wall for him in December was the presence of head coach Scott Brooks, who coached the former MVP from 2008-15 in Oklahoma City. But the Wizards did not retain Brooks when his contract expired at the end of the 2020-21 season despite Westbrook’s outspoken recommendation that they should.  Westbrook preferred a more established coach to replace Brooks, according to sources. The Wizards eventually hired former Nuggets assistant Wes Unseld Jr., whose résumé includes 16 years as an NBA assistant and eight more as an advance scout.  The Lakers set an offseason goal to acquire an elite playmaker next to James and Davis. They deemed Westbrook worthy. He averaged a triple-double during his one season in D.C., the fourth time in five years he’s done so. Many in the Wizards organization praised him for how he changed the team’s culture and work ethic. He will turn 33 years old at the start of next season and has two years and $91 million remaining on his contract.  The Wizards believe the package from the Lakers improves their depth. They view Caldwell-Pope, one of Beal’s closest friends in the league and the type of player they have sought after for years, as their next starting small forward. Washington went into the offseason hoping to improve its defense and long-range shooting. Caldwell-Pope can guard the perimeter physically and is versatile. He sank 41 percent of his 3-point attempts last year.  He will reposition 2020 first-round pick Deni Avdija to the bench, the Wizards’ preferred spot for the 20-year-old as he returns from a fractured fibula.  The trade gives Washington more roster flexibility, too. Westbrook has a couple of seasons remaining on a supermax contract. Breaking his deal into three middling ones could make it easier for the Wizards to pull off trades for more reasonable salaries.  Harrell is only one year removed from winning NBA Sixth Man of the Year and averaged 13.5 points per game for the Lakers last season, but he fell out of their rotation during the playoffs. Kuzma has improved as a defender and shot 36 percent from beyond the 3-point arc in 2020-21. Both create redundancies on what’s now an imbalanced roster.  Renovations are coming — especially at point guard, where the team has an obvious, Westbrook-sized hole.  Sources say to keep an eye on 28-year-old free agent Spencer Dinwiddie, who missed most of last season with a torn ACL but averaged 20.6 points per game in 2019-20. The Wizards are above the salary cap but could try to negotiate a sign-and-trade with Dinwiddie’s incumbent team, the Nets. The other pieces from the Westbrook trade, Harrell and Kuzma alone, would not be enough for Brooklyn to accept a Dinwiddie deal, according to a source. Dinwiddie is expected to receive interest from several teams, including the Nets, Knicks, Heat and Raptors, sources said.  The Wizards made a smaller move for a point guard Thursday, flipping the No. 22 pick, which they received in the Westbrook trade, to the Pacers for fourth-year guard Aaron Holiday and No. 31, which netted them 19-year-old stretch 4 Isaiah Todd. Washington grew enamored with Holiday when he worked out for them before the 2018 draft and actually tried to trade for him a year ago.  That wasn’t all. The Wizards’ Thursday night also included selecting 22-year-old sharpshooter Corey Kispert with the No. 15 pick, which gives them another 3-point threat. Kispert, who made 44 percent of his long-range attempts last season at Gonzaga, was the top shooter on the Wizards’ list and No. 10 on their draft big board, a source said. Sheppard mentioned in a news conference that the Wizards explored trading up for him before taking him 15th.  Washington is now capable of loading lineups with shooters, something it seriously struggled with in 2020-21 when it neither made nor took many 3-pointers. It finished 23rd in 3-point percentage and 29th in 3-point rate (the percentage of their field-goal attempts that came from beyond the arc). Now, it can piece together units with Beal, Kispert, Davis Bertans, Thomas Bryant and whomever it has at point guard. Caldwell-Pope will fit in there, too. The Wizards now have 3-point menaces.  If Dinwiddie does not end up in D.C., options remain. This summer’s free agency class is rich with capable point guards — from top-flight ones (who are not realistic for Washington), like Chris Paul, Mike Conley and Kyle Lowry to more reasonably-priced ones, like Reggie Jackson, Patty Mills, Cameron Payne and Devonte’ Graham, amongst others. A reunion with free-agent Raul Neto, who spot-started for the Wizards last season, is a possibility, sources say.  They can use the mid-level exception, worth up to $9.5 million, to sign free agents. The Westbrook and Holiday trades, which shave more than $5 million from their payroll, give them extra room to operate below the luxury tax line. They also created an $8.5 million trade exception in the Westbrook deal, which they can use to trade for a player who makes up to $8.6 million (yes, it’s confusing, but that’s not a typo) without having to match salaries in the exchange.  For now, the roster is unbalanced. But moves are coming. Teams can begin speaking to free agents on Aug. 2.  The Wizards have 15 players under contract. But with Westbrook gone and both Neto and Ish Smith hitting free agency, they have only one point guard in Holiday, a 24-year-old who was a backup in Indiana last season and projects to hold a similar role in 2021-22.  They have a logjam of 3/4 types. Rui Hachimura, Avdija, Bertans, Kuzma and Chandler Hutchison all overlap in some way or another. Kispert could fit into this player type, too. They’re adding the second-rounder Todd to the mix too. Power forward Anthony Gill and wing Caleb Homesley are under contract but are non-guaranteed for 2021-22.  They have another crowd at center with three players who warrant playing time: Bryant, Harrell and Daniel Gafford — though Bryant will miss the beginning of the season as he continues to recover from the ACL he ruptured in January. The Wizards hope he can return by December, according to a source, though it’s difficult to lock in a specific return time this far out.  But this is not what the roster will look like at the start of the season. The Wizards, after all, were not a run-it-back team. And now, they are officially not running it back."
[[Rankin] Official: #Suns sign free agent Chandler Hutchison. 25. on two-way deal.](https://twitter.com/DuaneRankin/status/1435341837917585413)
"Sweet, some of us were always irrationally high on Chandler Hutchison"
"Any player is good compared to us obviously, when we say someone isn’t good we mean relatively speaking. Chandler Hutchison sucks relative to his peers he is competing for a roster spot with."
"Chandler Hutchison getting traded, then helping his team make the playoffs, was one of the feel good stories of last NBA season."
"Just so people get a full picture of what OP is getting at, they believe that the above describes Chandler Hutchison and that he is a productive NBA player"
Phoenix is now 1-3 since acquiring Chandler Hutchison
Chandler Hutchison - He had enough salt to season 10 steaks after being traded from the bulls wtf
"Might end up being a win-win trade.   But getting multiple good players for a team with no depth is a win. Especially considering Dinwiddie fills most of the void left by Westbrook.    Essentially went from .. Westbrook, Garrison Matthews, Chandler Hutchison, Robin Lopez =&gt; Spencer Dinwiddie, KCP, Kuzma, Harrell"
1. DeAndre Ayton - None. 2. Marvin Bagley - None. 3. **Luka Doncic - 5/$207m**  4. **Jaren Jackson Jr - 4/$105m** 5. **Trae Young - 5/$207m** 6. Mo Bamba - None. 7. **Wendell Carter Jr - 4/450m** 8. Collin Sexton - None. 9. Kevin Knox - lol. 10. **Mikal Bridges - 4/$90m** 11. **Shai Gilgeous-Alexander - 5/$172m** 12. Miles Bridges - None. 13. Jerome Robinson - lol. 14. **Michael Porter Jr - 5/$207m** 15. Troy Brown Jr - none.  16. Zhaire Smith - none. 17. Donte DiVincenzo - none.  18. Lonnie Walker IV - none.  19. **Kevin Huerter - 4/$65m** 20. Josh Okogie - none.  21. **Grayson Allen - 2/$20m** 22. Chandler Hutchison - none.  23. Anfernee Holiday - none.  24. Anfernee Simons - none.  25. Mo Wagner - none.  26. **Landry Shamet - 4/$43m** 27. **Robert Williams III - 4/$54m**  28. Jacob Evans - none.  29. Dzanan Musa - none. 30. Omari Spellman - none.
"Well they turned Westbrook, Troy Brown Jr, Moe Wagner, and Chandler Hutchison into Spencer Dinwiddie, Kyle Kuzma, Kentavious Caldwell-Pope, Montrezl Harrell, Aaron Holiday, Isaiah Todd, Daniel Gafford."
"Here’s the full breakdown of the deal, based on reports to date:  To Lakers:  [Russell Westbrook](https://www.basketball-reference.com/players/w/westbru01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Wizards)  The Bulls’ 2023 second-round pick (from Wizards)  Either the Wizards’ or Grizzlies’ 2024 second-round pick (whichever is least favorable; from Wizards)  The Wizards’ 2028 second-round pick (from Wizards)  To Wizards:  [Spencer Dinwiddie](https://www.basketball-reference.com/players/d/dinwisp01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (sign-and-trade; from Nets)  [Kyle Kuzma](https://www.basketball-reference.com/players/k/kuzmaky01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Lakers)  [Kentavious Caldwell-Pope](https://www.basketball-reference.com/players/c/caldwke01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Lakers)  [Montrezl Harrell](https://www.basketball-reference.com/players/h/harremo01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Lakers)  [Aaron Holiday](https://www.basketball-reference.com/players/h/holidaa01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Pacers)  The draft rights to [Isaiah Todd](https://www.basketball-reference.com/players/t/toddis01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (No. 31 pick; from Pacers)  Cash (from Pacers; $1MM, per [Fred Katz of The Athletic](https://twitter.com/FredKatz/status/1423809574985949185))  To Nets:  Either the Wizards’ or the Grizzlies’ 2024 second-round pick (whichever is most favorable; from Wizards)  The right to swap the Warriors’ 2025 second-round pick for the Wizards’ 2025 second-round pick (from Wizards)  The draft rights to [Nikola Milutinov](https://www.basketball-reference.com/players/m/milutni01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Spurs)  To Spurs:  [Chandler Hutchison](https://www.basketball-reference.com/players/h/hutchch01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (from Wizards)  Either the Bulls’, the Lakers’, or the Pistons 2022 second-round pick (whichever is most favorable; from Wizards)  To Pacers:  The draft rights to [Isaiah Jackson](https://www.basketball-reference.com/players/j/jacksis01.html?utm_campaign=Linker&amp;utm_source=direct&amp;utm_medium=linker-) (No. 22 pick; from Lakers)"
"I mean you also have to look at the fact that we have :  KCP, Kuzma, and Harrell replacing .... Garrison Matthews, Isaac Bonga/Chandler Hutchison, and Alex Len/Robin Lopez  And WUJ replacing Scott Brooks ..."
